wind_onshore,pv,load
0.827,0,0.09881506849
0.827,0,0.09222739726
0.815,0,0.07716986301
0.794,0,0.06681780822
0.754,0,0.06399452055
0.720,0,0.06023013699
0.695,0,0.05834794521
0.671,0,0.05740684932
0.648,0,0.0592890411
0.604,0,0.06587671233
0.598,0.086,0.06964109589
0.600,0.275,0.07434657534
0.574,0.453,0.07622876712
0.527,0.585,0.07905205479
0.470,0.667,0.08469863014
0.415,0.707,0.08658082192
0.383,0.704,0.08658082192
0.380,0.642,0.08752191781
0.401,0.528,0.08469863014
0.446,0.378,0.08281643836
0.536,0.186,0.08281643836
0.621,0.021,0.08469863014
0.659,0,0.09881506849
0.703,0,0.1035205479
0.744,0,0.09881506849
0.757,0,0.09222739726
0.770,0,0.07716986301
0.766,0,0.06681780822
0.753,0,0.06399452055
0.740,0,0.06023013699
0.717,0,0.05834794521
0.700,0,0.05740684932
0.663,0,0.0592890411
0.623,0,0.06587671233
0.626,0.057,0.06964109589
0.663,0.183,0.07434657534
0.690,0.309,0.07622876712
0.710,0.424,0.07905205479
0.720,0.519,0.08469863014
0.720,0.552,0.08658082192
0.720,0.526,0.08658082192
0.732,0.463,0.08752191781
0.753,0.358,0.08469863014
0.777,0.235,0.08281643836
0.812,0.111,0.08281643836
0.840,0.013,0.08469863014
0.862,0,0.09881506849
0.900,0,0.1035205479
0.925,0,0.09881506849
0.938,0,0.09222739726
0.946,0,0.07716986301
0.945,0,0.06681780822
0.936,0,0.06399452055
0.918,0,0.06023013699
0.899,0,0.05834794521
0.878,0,0.05740684932
0.843,0,0.0592890411
0.800,0,0.06587671233
0.780,0.061,0.06964109589
0.779,0.232,0.07434657534
0.777,0.416,0.07622876712
0.768,0.561,0.07905205479
0.758,0.650,0.08469863014
0.756,0.686,0.08658082192
0.772,0.652,0.08658082192
0.812,0.556,0.08752191781
0.850,0.412,0.08469863014
0.879,0.239,0.08281643836
0.904,0.093,0.08281643836
0.918,0.010,0.08469863014
0.934,0,0.09881506849
0.958,0,0.1035205479
0.967,0,0.09881506849
0.965,0,0.09222739726
0.953,0,0.07716986301
0.938,0,0.06681780822
0.930,0,0.06399452055
0.919,0,0.06023013699
0.908,0,0.05834794521
0.899,0,0.05740684932
0.890,0,0.0592890411
0.884,0,0.06587671233
0.890,0.076,0.06964109589
0.896,0.242,0.07434657534
0.896,0.391,0.07622876712
0.889,0.520,0.07905205479
0.880,0.610,0.08469863014
0.873,0.643,0.08658082192
0.866,0.635,0.08658082192
0.860,0.577,0.08752191781
0.860,0.477,0.08469863014
0.862,0.334,0.08281643836
0.873,0.170,0.08281643836
0.889,0.021,0.08469863014
0.904,0,0.09881506849
0.933,0,0.1035205479
0.940,0,0.09881506849
0.897,0,0.09222739726
0.858,0,0.07716986301
0.862,0,0.06681780822
0.860,0,0.06399452055
0.855,0,0.06023013699
0.857,0,0.05834794521
0.860,0,0.05740684932
0.855,0,0.0592890411
0.832,0,0.06587671233
0.829,0.082,0.06964109589
0.832,0.265,0.07434657534
0.826,0.438,0.07622876712
0.814,0.566,0.07905205479
0.794,0.645,0.08469863014
0.777,0.685,0.08658082192
0.774,0.678,0.08658082192
0.785,0.614,0.08752191781
0.793,0.505,0.08469863014
0.797,0.352,0.08281643836
0.820,0.171,0.08281643836
0.846,0.021,0.08469863014
0.864,0,0.09881506849
0.887,0,0.1035205479
0.901,0,0.09881506849
0.900,0,0.09222739726
0.888,0,0.07716986301
0.872,0,0.06681780822
0.866,0,0.06399452055
0.872,0,0.06023013699
0.881,0,0.05834794521
0.893,0,0.05740684932
0.895,0,0.0592890411
0.893,0,0.06587671233
0.895,0.085,0.06964109589
0.889,0.262,0.07434657534
0.875,0.435,0.07622876712
0.863,0.562,0.07905205479
0.867,0.666,0.08469863014
0.880,0.687,0.08658082192
0.899,0.672,0.08658082192
0.918,0.607,0.08752191781
0.931,0.503,0.08469863014
0.939,0.350,0.08281643836
0.942,0.164,0.08281643836
0.941,0.019,0.08469863014
0.944,0,0.09881506849
0.953,0,0.1035205479
0.962,0,0.09881506849
0.970,0,0.09222739726
0.975,0,0.07716986301
0.973,0,0.06681780822
0.967,0,0.06399452055
0.964,0,0.06023013699
0.960,0,0.05834794521
0.957,0,0.05740684932
0.958,0,0.0592890411
0.957,0,0.06587671233
0.961,0.089,0.06964109589
0.967,0.270,0.07434657534
0.964,0.449,0.07622876712
0.957,0.588,0.07905205479
0.948,0.670,0.08469863014
0.939,0.704,0.08658082192
0.932,0.696,0.08658082192
0.933,0.642,0.08752191781
0.936,0.537,0.08469863014
0.941,0.384,0.08281643836
0.950,0.195,0.08281643836
0.959,0.021,0.08469863014
0.964,0,0.09881506849
0.974,0,0.1035205479
0.980,0,0.09881506849
0.983,0,0.09222739726
0.984,0,0.07716986301
0.979,0,0.06681780822
0.975,0,0.06399452055
0.974,0,0.06023013699
0.971,0,0.05834794521
0.969,0,0.05740684932
0.961,0,0.0592890411
0.949,0,0.06587671233
0.946,0.083,0.06964109589
0.953,0.263,0.07434657534
0.952,0.439,0.07622876712
0.949,0.567,0.07905205479
0.948,0.667,0.08469863014
0.952,0.701,0.08658082192
0.958,0.692,0.08658082192
0.965,0.634,0.08752191781
0.971,0.527,0.08469863014
0.975,0.368,0.08281643836
0.980,0.183,0.08281643836
0.984,0.021,0.08469863014
0.988,0,0.09881506849
0.991,0,0.1035205479
0.991,0,0.09881506849
0.991,0,0.09222739726
0.991,0,0.07716986301
0.990,0,0.06681780822
0.989,0,0.06399452055
0.987,0,0.06023013699
0.984,0,0.05834794521
0.981,0,0.05740684932
0.973,0,0.0592890411
0.963,0,0.06587671233
0.963,0.082,0.06964109589
0.960,0.258,0.07434657534
0.948,0.438,0.07622876712
0.937,0.570,0.07905205479
0.929,0.665,0.08469863014
0.923,0.700,0.08658082192
0.921,0.688,0.08658082192
0.924,0.629,0.08752191781
0.932,0.523,0.08469863014
0.938,0.370,0.08281643836
0.952,0.185,0.08281643836
0.964,0.021,0.08469863014
0.973,0,0.09881506849
0.986,0,0.1035205479
0.990,0,0.09881506849
0.991,0,0.09222739726
0.991,0,0.07716986301
0.990,0,0.06681780822
0.988,0,0.06399452055
0.985,0,0.06023013699
0.981,0,0.05834794521
0.980,0,0.05740684932
0.973,0,0.0592890411
0.960,0,0.06587671233
0.952,0.083,0.06964109589
0.952,0.275,0.07434657534
0.946,0.451,0.07622876712
0.936,0.575,0.07905205479
0.926,0.651,0.08469863014
0.919,0.685,0.08658082192
0.918,0.673,0.08658082192
0.926,0.606,0.08752191781
0.935,0.484,0.08469863014
0.939,0.334,0.08281643836
0.953,0.166,0.08281643836
0.966,0.021,0.08469863014
0.977,0,0.09881506849
0.987,0,0.1035205479
0.989,0,0.09881506849
0.990,0,0.09222739726
0.989,0,0.07716986301
0.986,0,0.06681780822
0.983,0,0.06399452055
0.982,0,0.06023013699
0.980,0,0.05834794521
0.979,0,0.05740684932
0.975,0,0.0592890411
0.968,0,0.06587671233
0.965,0.075,0.06964109589
0.961,0.248,0.07434657534
0.954,0.422,0.07622876712
0.944,0.562,0.07905205479
0.940,0.661,0.08469863014
0.943,0.698,0.08658082192
0.948,0.684,0.08658082192
0.952,0.608,0.08752191781
0.956,0.488,0.08469863014
0.962,0.338,0.08281643836
0.970,0.168,0.08281643836
0.976,0.020,0.08469863014
0.980,0,0.09881506849
0.986,0,0.1035205479
0.988,0,0.09881506849
0.988,0,0.09222739726
0.987,0,0.07716986301
0.986,0,0.06681780822
0.986,0,0.06399452055
0.984,0,0.06023013699
0.982,0,0.05834794521
0.980,0,0.05740684932
0.978,0,0.0592890411
0.975,0,0.06587671233
0.973,0.081,0.06964109589
0.970,0.233,0.07434657534
0.962,0.381,0.07622876712
0.952,0.517,0.07905205479
0.948,0.610,0.08469863014
0.946,0.657,0.08658082192
0.945,0.661,0.08658082192
0.951,0.611,0.08752191781
0.958,0.507,0.08469863014
0.965,0.357,0.08281643836
0.973,0.177,0.08281643836
0.975,0.020,0.08469863014
0.975,0,0.09881506849
0.977,0,0.1035205479
0.976,0,0.09881506849
0.974,0,0.09222739726
0.968,0,0.07716986301
0.965,0,0.06681780822
0.960,0,0.06399452055
0.958,0,0.06023013699
0.961,0,0.05834794521
0.964,0,0.05740684932
0.965,0,0.0592890411
0.964,0,0.06587671233
0.968,0.079,0.06964109589
0.968,0.228,0.07434657534
0.960,0.380,0.07622876712
0.947,0.515,0.07905205479
0.930,0.597,0.08469863014
0.911,0.630,0.08658082192
0.902,0.621,0.08658082192
0.907,0.580,0.08752191781
0.921,0.495,0.08469863014
0.938,0.356,0.08281643836
0.957,0.178,0.08281643836
0.968,0.020,0.08469863014
0.972,0,0.09881506849
0.975,0,0.1035205479
0.976,0,0.09881506849
0.974,0,0.09222739726
0.970,0,0.07716986301
0.964,0,0.06681780822
0.959,0,0.06399452055
0.955,0,0.06023013699
0.950,0,0.05834794521
0.946,0,0.05740684932
0.937,0,0.0592890411
0.926,0,0.06587671233
0.922,0.084,0.06964109589
0.922,0.261,0.07434657534
0.913,0.430,0.07622876712
0.894,0.556,0.07905205479
0.867,0.628,0.08469863014
0.841,0.658,0.08658082192
0.834,0.656,0.08658082192
0.847,0.616,0.08752191781
0.866,0.513,0.08469863014
0.882,0.363,0.08281643836
0.899,0.180,0.08281643836
0.913,0.019,0.08469863014
0.922,0,0.09881506849
0.933,0,0.1035205479
0.939,0,0.09881506849
0.939,0,0.09222739726
0.931,0,0.07716986301
0.914,0,0.06681780822
0.893,0,0.06399452055
0.887,0,0.06023013699
0.891,0,0.05834794521
0.898,0,0.05740684932
0.895,0,0.0592890411
0.877,0,0.06587671233
0.856,0.065,0.06964109589
0.835,0.189,0.07434657534
0.815,0.293,0.07622876712
0.794,0.417,0.07905205479
0.763,0.484,0.08469863014
0.720,0.515,0.08658082192
0.695,0.485,0.08658082192
0.698,0.428,0.08752191781
0.716,0.345,0.08469863014
0.740,0.250,0.08281643836
0.794,0.136,0.08281643836
0.840,0.020,0.08469863014
0.856,0,0.09881506849
0.874,0,0.1035205479
0.881,0,0.09881506849
0.888,0,0.09222739726
0.899,0,0.07716986301
0.900,0,0.06681780822
0.886,0,0.06399452055
0.867,0,0.06023013699
0.859,0,0.05834794521
0.866,0,0.05740684932
0.870,0,0.0592890411
0.856,0,0.06587671233
0.850,0.064,0.06964109589
0.849,0.219,0.07434657534
0.835,0.378,0.07622876712
0.804,0.524,0.07905205479
0.762,0.619,0.08469863014
0.719,0.668,0.08658082192
0.713,0.659,0.08658082192
0.739,0.600,0.08752191781
0.770,0.495,0.08469863014
0.791,0.345,0.08281643836
0.806,0.168,0.08281643836
0.812,0.020,0.08469863014
0.810,0,0.09881506849
0.820,0,0.1035205479
0.820,0,0.09881506849
0.808,0,0.09222739726
0.811,0,0.07716986301
0.823,0,0.06681780822
0.799,0,0.06399452055
0.728,0,0.06023013699
0.672,0,0.05834794521
0.660,0,0.05740684932
0.657,0,0.0592890411
0.620,0,0.06587671233
0.642,0.065,0.06964109589
0.701,0.184,0.07434657534
0.724,0.304,0.07622876712
0.712,0.450,0.07905205479
0.700,0.558,0.08469863014
0.705,0.662,0.08658082192
0.725,0.660,0.08658082192
0.738,0.608,0.08752191781
0.731,0.503,0.08469863014
0.724,0.352,0.08281643836
0.735,0.173,0.08281643836
0.739,0.021,0.08469863014
0.741,0,0.09881506849
0.757,0,0.1035205479
0.785,0,0.09881506849
0.826,0,0.09222739726
0.845,0,0.07716986301
0.826,0,0.06681780822
0.816,0,0.06399452055
0.808,0,0.06023013699
0.789,0,0.05834794521
0.777,0,0.05740684932
0.762,0,0.0592890411
0.754,0,0.06587671233
0.779,0.061,0.06964109589
0.793,0.189,0.07434657534
0.788,0.342,0.07622876712
0.773,0.494,0.07905205479
0.762,0.594,0.08469863014
0.749,0.639,0.08658082192
0.745,0.628,0.08658082192
0.757,0.563,0.08752191781
0.778,0.460,0.08469863014
0.798,0.317,0.08281643836
0.827,0.151,0.08281643836
0.850,0.020,0.08469863014
0.859,0,0.09881506849
0.892,0,0.1035205479
0.915,0,0.09881506849
0.931,0,0.09222739726
0.939,0,0.07716986301
0.943,0,0.06681780822
0.944,0,0.06399452055
0.942,0,0.06023013699
0.935,0,0.05834794521
0.925,0,0.05740684932
0.911,0,0.0592890411
0.893,0,0.06587671233
0.886,0.072,0.06964109589
0.880,0.214,0.07434657534
0.863,0.379,0.07622876712
0.835,0.506,0.07905205479
0.817,0.580,0.08469863014
0.818,0.604,0.08658082192
0.841,0.587,0.08658082192
0.875,0.530,0.08752191781
0.901,0.415,0.08469863014
0.917,0.275,0.08281643836
0.926,0.129,0.08281643836
0.930,0.019,0.08469863014
0.936,0,0.09881506849
0.953,0,0.1035205479
0.961,0,0.09881506849
0.970,0,0.09222739726
0.977,0,0.07716986301
0.979,0,0.06681780822
0.978,0,0.06399452055
0.975,0,0.06023013699
0.962,0,0.05834794521
0.950,0,0.05740684932
0.938,0,0.0592890411
0.931,0,0.06587671233
0.934,0.036,0.06964109589
0.927,0.120,0.07434657534
0.913,0.212,0.07622876712
0.891,0.282,0.07905205479
0.880,0.324,0.08469863014
0.873,0.338,0.08658082192
0.860,0.324,0.08658082192
0.855,0.290,0.08752191781
0.869,0.231,0.08469863014
0.889,0.164,0.08281643836
0.909,0.083,0.08281643836
0.920,0.012,0.08469863014
0.932,0,0.09881506849
0.955,0,0.1035205479
0.968,0,0.09881506849
0.971,0,0.09222739726
0.969,0,0.07716986301
0.966,0,0.06681780822
0.958,0,0.06399452055
0.952,0,0.06023013699
0.948,0,0.05834794521
0.939,0,0.05740684932
0.931,0,0.0592890411
0.915,0,0.06587671233
0.912,0.063,0.06964109589
0.916,0.199,0.07434657534
0.908,0.320,0.07622876712
0.897,0.385,0.07905205479
0.886,0.371,0.08469863014
0.871,0.344,0.08658082192
0.854,0.317,0.08658082192
0.845,0.298,0.08752191781
0.844,0.268,0.08469863014
0.850,0.203,0.08281643836
0.872,0.104,0.08281643836
0.889,0.015,0.08469863014
0.905,0,0.09881506849
0.938,0,0.1035205479
0.966,0,0.09881506849
0.981,0,0.09222739726
0.971,0,0.07716986301
0.953,0,0.06681780822
0.944,0,0.06399452055
0.934,0,0.06023013699
0.930,0,0.05834794521
0.930,0,0.05740684932
0.914,0,0.0592890411
0.883,0,0.06587671233
0.869,0.043,0.06964109589
0.875,0.157,0.07434657534
0.867,0.272,0.07622876712
0.847,0.342,0.07905205479
0.837,0.385,0.08469863014
0.837,0.393,0.08658082192
0.846,0.392,0.08658082192
0.859,0.348,0.08752191781
0.874,0.249,0.08469863014
0.880,0.149,0.08281643836
0.879,0.066,0.08281643836
0.876,0.010,0.08469863014
0.878,0,0.09881506849
0.898,0,0.1035205479
0.916,0,0.09881506849
0.929,0,0.09222739726
0.934,0,0.07716986301
0.919,0,0.06681780822
0.881,0,0.06399452055
0.862,0,0.06023013699
0.866,0,0.05834794521
0.858,0,0.05740684932
0.812,0,0.0592890411
0.754,0,0.06587671233
0.737,0.055,0.06964109589
0.731,0.162,0.07434657534
0.713,0.280,0.07622876712
0.676,0.370,0.07905205479
0.642,0.368,0.08469863014
0.606,0.367,0.08658082192
0.573,0.342,0.08658082192
0.567,0.273,0.08752191781
0.601,0.196,0.08469863014
0.647,0.136,0.08281643836
0.684,0.076,0.08281643836
0.710,0.010,0.08469863014
0.720,0,0.09881506849
0.789,0,0.1035205479
0.800,0,0.09881506849
0.805,0,0.09222739726
0.795,0,0.07716986301
0.824,0,0.06681780822
0.849,0,0.06399452055
0.859,0,0.06023013699
0.855,0,0.05834794521
0.860,0,0.05740684932
0.856,0,0.0592890411
0.832,0,0.06587671233
0.832,0.049,0.06964109589
0.854,0.140,0.07434657534
0.856,0.234,0.07622876712
0.842,0.302,0.07905205479
0.814,0.375,0.08469863014
0.768,0.458,0.08658082192
0.711,0.479,0.08658082192
0.687,0.420,0.08752191781
0.692,0.306,0.08469863014
0.697,0.197,0.08281643836
0.709,0.091,0.08281643836
0.690,0.011,0.08469863014
0.692,0,0.09881506849
0.707,0,0.1035205479
0.739,0,0.09881506849
0.809,0,0.09222739726
0.827,0,0.07716986301
0.824,0,0.06681780822
0.820,0,0.06399452055
0.812,0,0.06023013699
0.819,0,0.05834794521
0.813,0,0.05740684932
0.820,0,0.0592890411
0.813,0.001,0.06587671233
0.833,0.080,0.06964109589
0.866,0.240,0.07434657534
0.871,0.386,0.07622876712
0.854,0.504,0.07905205479
0.827,0.601,0.08469863014
0.796,0.652,0.08658082192
0.765,0.642,0.08658082192
0.733,0.582,0.08752191781
0.708,0.479,0.08469863014
0.697,0.327,0.08281643836
0.719,0.158,0.08281643836
0.746,0.023,0.08469863014
0.746,0,0.09881506849
0.753,0,0.1035205479
0.785,0,0.09881506849
0.840,0,0.09222739726
0.911,0,0.07716986301
0.918,0,0.06681780822
0.886,0,0.06399452055
0.853,0,0.06023013699
0.867,0,0.05834794521
0.888,0,0.05740684932
0.887,0,0.0592890411
0.872,0.001,0.06587671233
0.869,0.079,0.06964109589
0.874,0.232,0.07434657534
0.856,0.387,0.07622876712
0.847,0.521,0.07905205479
0.851,0.608,0.08469863014
0.870,0.640,0.08658082192
0.886,0.622,0.08658082192
0.900,0.558,0.08752191781
0.902,0.449,0.08469863014
0.890,0.305,0.08281643836
0.868,0.147,0.08281643836
0.837,0.023,0.08469863014
0.808,0,0.09881506849
0.769,0,0.1035205479
0.729,0,0.09881506849
0.781,0,0.09222739726
0.836,0,0.07716986301
0.846,0,0.06681780822
0.846,0,0.06399452055
0.858,0,0.06023013699
0.873,0,0.05834794521
0.879,0,0.05740684932
0.870,0,0.0592890411
0.854,0.001,0.06587671233
0.854,0.077,0.06964109589
0.849,0.231,0.07434657534
0.845,0.381,0.07622876712
0.844,0.505,0.07905205479
0.845,0.592,0.08469863014
0.844,0.621,0.08658082192
0.839,0.599,0.08658082192
0.843,0.527,0.08752191781
0.851,0.416,0.08469863014
0.860,0.277,0.08281643836
0.863,0.131,0.08281643836
0.866,0.020,0.08469863014
0.878,0,0.09881506849
0.900,0,0.1035205479
0.932,0,0.09881506849
0.945,0,0.09222739726
0.942,0,0.07716986301
0.927,0,0.06681780822
0.894,0,0.06399452055
0.875,0,0.06023013699
0.906,0,0.05834794521
0.926,0,0.05740684932
0.935,0,0.0592890411
0.917,0.001,0.06587671233
0.891,0.081,0.06964109589
0.885,0.238,0.07434657534
0.893,0.394,0.07622876712
0.886,0.515,0.07905205479
0.866,0.586,0.08469863014
0.839,0.571,0.08658082192
0.798,0.550,0.08658082192
0.765,0.504,0.08752191781
0.751,0.432,0.08469863014
0.755,0.303,0.08281643836
0.793,0.147,0.08281643836
0.820,0.022,0.08469863014
0.843,0,0.09881506849
0.876,0,0.1035205479
0.895,0,0.09881506849
0.902,0,0.09222739726
0.924,0,0.07716986301
0.926,0,0.06681780822
0.920,0,0.06399452055
0.913,0,0.06023013699
0.918,0,0.05834794521
0.924,0,0.05740684932
0.924,0,0.0592890411
0.917,0.001,0.06587671233
0.920,0.068,0.06964109589
0.917,0.199,0.07434657534
0.909,0.340,0.07622876712
0.898,0.467,0.07905205479
0.893,0.556,0.08469863014
0.890,0.607,0.08658082192
0.896,0.608,0.08658082192
0.909,0.559,0.08752191781
0.920,0.461,0.08469863014
0.926,0.318,0.08281643836
0.936,0.153,0.08281643836
0.943,0.025,0.08469863014
0.955,0,0.09881506849
0.973,0,0.1035205479
0.981,0,0.09881506849
0.984,0,0.09222739726
0.979,0,0.07716986301
0.974,0,0.06681780822
0.971,0,0.06399452055
0.970,0,0.06023013699
0.967,0,0.05834794521
0.967,0,0.05740684932
0.961,0,0.0592890411
0.949,0.001,0.06587671233
0.944,0.072,0.06964109589
0.942,0.216,0.07434657534
0.937,0.378,0.07622876712
0.935,0.505,0.07905205479
0.933,0.593,0.08469863014
0.928,0.629,0.08658082192
0.916,0.622,0.08658082192
0.912,0.562,0.08752191781
0.923,0.460,0.08469863014
0.932,0.317,0.08281643836
0.938,0.154,0.08281643836
0.939,0.025,0.08469863014
0.941,0,0.09881506849
0.958,0,0.1035205479
0.966,0,0.09881506849
0.972,0,0.09222739726
0.973,0,0.07716986301
0.970,0,0.06681780822
0.967,0,0.06399452055
0.959,0,0.06023013699
0.949,0,0.05834794521
0.942,0,0.05740684932
0.935,0,0.0592890411
0.930,0.001,0.06587671233
0.932,0.081,0.06964109589
0.937,0.232,0.07434657534
0.934,0.375,0.07622876712
0.924,0.487,0.07905205479
0.910,0.554,0.08469863014
0.895,0.593,0.08658082192
0.881,0.585,0.08658082192
0.872,0.557,0.08752191781
0.872,0.468,0.08469863014
0.877,0.322,0.08281643836
0.888,0.155,0.08281643836
0.894,0.024,0.08469863014
0.901,0,0.09881506849
0.921,0,0.1035205479
0.942,0,0.09881506849
0.937,0,0.09222739726
0.935,0,0.07716986301
0.914,0,0.06681780822
0.885,0,0.06399452055
0.866,0,0.06023013699
0.865,0,0.05834794521
0.866,0,0.05740684932
0.867,0,0.0592890411
0.858,0,0.06587671233
0.849,0.051,0.06964109589
0.856,0.187,0.07434657534
0.865,0.359,0.07622876712
0.865,0.520,0.07905205479
0.860,0.607,0.08469863014
0.850,0.642,0.08658082192
0.849,0.629,0.08658082192
0.850,0.567,0.08752191781
0.859,0.464,0.08469863014
0.874,0.320,0.08281643836
0.889,0.155,0.08281643836
0.887,0.025,0.08469863014
0.890,0,0.09881506849
0.913,0,0.1035205479
0.937,0,0.09881506849
0.954,0,0.09222739726
0.952,0,0.07716986301
0.932,0,0.06681780822
0.911,0,0.06399452055
0.904,0,0.06023013699
0.907,0,0.05834794521
0.910,0,0.05740684932
0.899,0,0.0592890411
0.893,0.001,0.06587671233
0.910,0.079,0.06964109589
0.926,0.238,0.07434657534
0.920,0.397,0.07622876712
0.907,0.521,0.07905205479
0.896,0.596,0.08469863014
0.896,0.623,0.08658082192
0.901,0.613,0.08658082192
0.910,0.558,0.08752191781
0.917,0.458,0.08469863014
0.921,0.314,0.08281643836
0.923,0.148,0.08281643836
0.933,0.025,0.08469863014
0.943,0,0.09881506849
0.956,0,0.1035205479
0.965,0,0.09881506849
0.970,0,0.09222739726
0.971,0,0.07716986301
0.969,0,0.06681780822
0.971,0,0.06399452055
0.971,0,0.06023013699
0.969,0,0.05834794521
0.968,0,0.05740684932
0.961,0,0.0592890411
0.960,0.002,0.06587671233
0.961,0.080,0.06964109589
0.965,0.221,0.07434657534
0.962,0.349,0.07622876712
0.955,0.453,0.07905205479
0.952,0.558,0.08469863014
0.951,0.617,0.08658082192
0.949,0.595,0.08658082192
0.947,0.531,0.08752191781
0.944,0.425,0.08469863014
0.942,0.281,0.08281643836
0.942,0.138,0.08281643836
0.938,0.024,0.08469863014
0.936,0,0.09881506849
0.942,0,0.1035205479
0.952,0,0.09881506849
0.957,0,0.09222739726
0.957,0,0.07716986301
0.953,0,0.06681780822
0.945,0,0.06399452055
0.939,0,0.06023013699
0.943,0,0.05834794521
0.935,0,0.05740684932
0.921,0,0.0592890411
0.889,0,0.06587671233
0.883,0.039,0.06964109589
0.885,0.128,0.07434657534
0.875,0.246,0.07622876712
0.849,0.327,0.07905205479
0.817,0.393,0.08469863014
0.798,0.441,0.08658082192
0.800,0.452,0.08658082192
0.812,0.421,0.08752191781
0.819,0.343,0.08469863014
0.822,0.216,0.08281643836
0.831,0.099,0.08281643836
0.831,0.019,0.08469863014
0.831,0,0.09881506849
0.866,0,0.1035205479
0.899,0,0.09881506849
0.911,0,0.09222739726
0.906,0,0.07716986301
0.906,0,0.06681780822
0.882,0,0.06399452055
0.849,0,0.06023013699
0.829,0,0.05834794521
0.816,0,0.05740684932
0.815,0,0.0592890411
0.808,0,0.06587671233
0.800,0.043,0.06964109589
0.782,0.102,0.07434657534
0.752,0.159,0.07622876712
0.704,0.215,0.07905205479
0.642,0.267,0.08469863014
0.590,0.288,0.08658082192
0.576,0.290,0.08658082192
0.606,0.256,0.08752191781
0.657,0.187,0.08469863014
0.703,0.110,0.08281643836
0.739,0.049,0.08281643836
0.751,0.008,0.08469863014
0.744,0,0.09881506849
0.754,0,0.1035205479
0.765,0,0.09881506849
0.785,0,0.09222739726
0.788,0,0.07716986301
0.780,0,0.06681780822
0.765,0,0.06399452055
0.748,0,0.06023013699
0.734,0,0.05834794521
0.742,0,0.05740684932
0.762,0,0.0592890411
0.759,0,0.06587671233
0.766,0.049,0.06964109589
0.771,0.155,0.07434657534
0.759,0.286,0.07622876712
0.740,0.405,0.07905205479
0.715,0.476,0.08469863014
0.682,0.513,0.08658082192
0.644,0.501,0.08658082192
0.604,0.435,0.08752191781
0.574,0.327,0.08469863014
0.580,0.224,0.08281643836
0.633,0.109,0.08281643836
0.686,0.018,0.08469863014
0.720,0,0.09881506849
0.740,0,0.1035205479
0.743,0,0.09881506849
0.732,0,0.09222739726
0.733,0,0.07716986301
0.763,0,0.06681780822
0.744,0,0.06399452055
0.730,0,0.06023013699
0.711,0,0.05834794521
0.686,0,0.05740684932
0.618,0,0.0592890411
0.567,0,0.06587671233
0.609,0.035,0.06964109589
0.659,0.118,0.07434657534
0.675,0.233,0.07622876712
0.652,0.351,0.07905205479
0.610,0.432,0.08469863014
0.564,0.473,0.08658082192
0.531,0.458,0.08658082192
0.525,0.380,0.08752191781
0.525,0.276,0.08469863014
0.521,0.148,0.08281643836
0.557,0.065,0.08281643836
0.616,0.011,0.08469863014
0.642,0,0.09881506849
0.644,0,0.1035205479
0.663,0,0.09881506849
0.689,0,0.09222739726
0.708,0,0.07716986301
0.666,0,0.06681780822
0.496,0,0.06399452055
0.448,0,0.06023013699
0.485,0,0.05834794521
0.552,0,0.05740684932
0.594,0,0.0592890411
0.635,0.002,0.06587671233
0.695,0.076,0.06964109589
0.760,0.211,0.07434657534
0.755,0.338,0.07622876712
0.711,0.426,0.07905205479
0.661,0.475,0.08469863014
0.617,0.490,0.08658082192
0.594,0.472,0.08658082192
0.603,0.410,0.08752191781
0.627,0.315,0.08469863014
0.646,0.196,0.08281643836
0.677,0.091,0.08281643836
0.718,0.016,0.08469863014
0.765,0,0.09881506849
0.786,0,0.1035205479
0.757,0,0.09881506849
0.735,0,0.09222739726
0.733,0,0.07716986301
0.734,0,0.06681780822
0.651,0,0.06399452055
0.542,0,0.06023013699
0.501,0,0.05834794521
0.515,0,0.05740684932
0.473,0,0.0592890411
0.420,0.001,0.06587671233
0.415,0.066,0.06964109589
0.432,0.189,0.07434657534
0.454,0.329,0.07622876712
0.463,0.447,0.07905205479
0.459,0.542,0.08469863014
0.447,0.595,0.08658082192
0.442,0.587,0.08658082192
0.461,0.534,0.08752191781
0.494,0.434,0.08469863014
0.525,0.299,0.08281643836
0.574,0.147,0.08281643836
0.628,0.030,0.08469863014
0.672,0,0.09881506849
0.715,0,0.1035205479
0.720,0,0.09881506849
0.707,0,0.09222739726
0.660,0,0.07716986301
0.623,0,0.06681780822
0.586,0,0.06399452055
0.510,0,0.06023013699
0.434,0,0.05834794521
0.386,0,0.05740684932
0.368,0,0.0592890411
0.375,0.002,0.06587671233
0.390,0.077,0.06964109589
0.387,0.223,0.07434657534
0.368,0.374,0.07622876712
0.362,0.496,0.07905205479
0.334,0.581,0.08469863014
0.291,0.616,0.08658082192
0.268,0.605,0.08658082192
0.274,0.547,0.08752191781
0.314,0.447,0.08469863014
0.379,0.306,0.08281643836
0.488,0.144,0.08281643836
0.603,0.029,0.08469863014
0.669,0,0.09881506849
0.695,0,0.1035205479
0.695,0,0.09881506849
0.677,0,0.09222739726
0.642,0,0.07716986301
0.578,0,0.06681780822
0.498,0,0.06399452055
0.408,0,0.06023013699
0.328,0,0.05834794521
0.259,0,0.05740684932
0.206,0,0.0592890411
0.167,0.002,0.06587671233
0.147,0.076,0.06964109589
0.145,0.208,0.07434657534
0.154,0.341,0.07622876712
